user_id,signup_date,device_type,region,is_active
140,2/19/2024,desktop,Asia,1
141,11/11/2023,mobile,Europe,1
142,2/28/2023,desktop,North America,1
143,1/13/2024,mobile,North America,0
144,4/14/2024,mobile,Europe,0
145,2/21/2023,mobile,Europe,0
146,12/21/2023,mobile,South America,0
147,1/16/2024,mobile,Europe,0
148,3/17/2023,mobile,South America,1
149,12/23/2023,mobile,Asia,0
150,10/29/2023,mobile,Asia,1
151,7/24/2024,desktop,Europe,0
152,2/18/2024,tablet,Europe,1
153,1/29/2024,mobile,South America,1
154,2/20/2024,mobile,South America,1
155,12/12/2023,tablet,South America,0
156,3/13/2023,desktop,South America,1
157,1/26/2024,desktop,South America,1
158,2/10/2024,desktop,North America,1
159,1/24/2024,tablet,South America,0
160,5/18/2023,tablet,Europe,1
161,7/8/2024,mobile,South America,1
162,5/24/2023,desktop,Asia,1
163,11/7/2023,tablet,Asia,1
164,10/30/2023,desktop,Asia,0
165,4/15/2023,tablet,Asia,0
166,9/9/2023,tablet,Europe,0
167,4/4/2024,tablet,Europe,1
168,8/7/2023,tablet,South America,1
169,3/19/2024,tablet,North America,0
170,12/6/2023,mobile,Europe,1
171,9/9/2023,desktop,South America,1
172,7/14/2023,mobile,Europe,1
173,2/20/2023,tablet,North America,0
174,3/8/2023,tablet,North America,1
175,7/21/2023,mobile,South America,1
176,2/26/2024,tablet,North America,0
177,7/7/2023,desktop,Asia,0
178,9/9/2023,mobile,Europe,1
179,6/8/2024,desktop,Europe,1
180,1/25/2024,tablet,Asia,0
181,12/27/2023,tablet,North America,0
182,3/24/2023,tablet,Asia,1
183,4/7/2023,desktop,Asia,0
184,3/6/2024,mobile,South America,0
185,2/21/2024,tablet,Europe,0
186,4/27/2023,tablet,Asia,1
187,11/10/2023,mobile,South America,1
188,9/30/2023,desktop,Asia,0
189,1/11/2024,mobile,Europe,1
190,8/4/2024,tablet,Asia,1
191,6/22/2023,tablet,Europe,1
192,5/12/2023,tablet,Asia,1
193,2/26/2023,desktop,North America,0
194,8/3/2024,mobile,Europe,0
195,3/9/2024,tablet,South America,1
196,8/19/2024,desktop,North America,1
197,11/14/2023,mobile,Asia,1
198,4/18/2023,tablet,Asia,1
199,3/14/2023,desktop,North America,0
200,1/21/2023,mobile,North America,0
201,9/17/2023,desktop,Europe,1
202,3/20/2023,mobile,North America,0
203,2/25/2024,tablet,North America,1
204,9/26/2023,mobile,South America,1
205,7/11/2024,desktop,South America,1
206,6/9/2024,desktop,Asia,0
207,7/27/2023,mobile,South America,1
208,7/20/2024,mobile,Europe,1
209,5/17/2024,tablet,Asia,1
210,7/30/2024,desktop,South America,1
211,4/28/2023,tablet,Europe,0
212,9/22/2023,tablet,North America,0
213,4/29/2023,desktop,Europe,1
214,8/11/2024,tablet,North America,0
215,3/27/2024,desktop,Asia,1
216,10/11/2023,desktop,Europe,0
217,7/27/2024,mobile,Europe,1
218,8/3/2023,tablet,Europe,0
219,4/1/2024,desktop,North America,0
220,11/28/2023,tablet,Asia,1
221,2/10/2024,mobile,Europe,1
222,5/14/2024,tablet,North America,1
223,11/14/2023,mobile,South America,0
224,7/1/2024,desktop,Asia,1
225,3/24/2023,desktop,South America,0
226,10/20/2023,mobile,South America,0
227,5/13/2024,mobile,North America,0
228,1/11/2023,desktop,Asia,0
229,6/3/2023,mobile,South America,0
230,5/9/2023,tablet,North America,1
231,12/31/2023,tablet,North America,0
232,9/5/2023,mobile,North America,0
233,5/22/2024,desktop,South America,1
234,6/8/2023,tablet,North America,0
235,5/6/2023,tablet,Europe,1
236,4/24/2024,desktop,Asia,1
237,2/15/2023,tablet,South America,0
238,4/19/2024,mobile,Europe,1
239,7/30/2024,desktop,Asia,1
240,2/6/2023,desktop,Asia,1
241,11/16/2023,desktop,Asia,0
242,4/30/2023,mobile,Europe,1
243,10/2/2023,tablet,Europe,0
244,1/6/2024,desktop,Europe,1
245,5/24/2024,desktop,North America,0
246,8/22/2024,tablet,South America,0
247,7/4/2024,tablet,North America,0
248,3/19/2023,desktop,Asia,0
249,3/7/2024,tablet,North America,1
250,11/1/2023,desktop,South America,0
251,7/3/2023,tablet,North America,0
252,8/10/2024,desktop,Asia,1
253,6/26/2023,desktop,Europe,1
254,6/17/2024,desktop,Europe,0
255,4/29/2023,desktop,North America,0
256,2/3/2023,desktop,North America,1
257,8/2/2023,mobile,North America,1
258,11/9/2023,mobile,Asia,1
259,1/31/2023,tablet,South America,0
260,5/8/2023,mobile,South America,0
261,8/21/2024,tablet,South America,0
262,4/18/2024,mobile,Asia,1
263,5/17/2023,mobile,South America,1
264,4/20/2023,mobile,South America,1
265,2/14/2024,tablet,Europe,1
266,10/30/2023,desktop,North America,1
267,8/13/2024,desktop,Asia,1
268,4/25/2023,tablet,Asia,1
269,1/22/2024,desktop,Asia,1
270,5/26/2024,desktop,Asia,0
271,4/24/2023,mobile,Europe,1
272,1/1/2023,mobile,North America,1
273,5/3/2023,desktop,South America,1
274,2/15/2023,mobile,North America,0
275,5/26/2023,desktop,South America,0
276,7/19/2024,tablet,Europe,1
277,1/15/2023,tablet,North America,1
278,6/27/2023,mobile,Asia,1
279,6/6/2024,desktop,Asia,0
280,2/11/2024,mobile,Asia,0
281,5/9/2024,mobile,South America,0
282,4/30/2024,mobile,North America,1
283,8/2/2024,desktop,Asia,0
284,4/26/2023,mobile,South America,1
285,6/8/2023,desktop,Asia,1
286,6/30/2023,mobile,Asia,0
287,1/21/2023,tablet,Asia,0
288,3/10/2024,tablet,Asia,0
289,11/12/2023,desktop,Asia,1
290,10/4/2023,tablet,Europe,0
291,10/16/2023,mobile,Asia,0
292,11/20/2023,desktop,North America,1
293,1/13/2024,desktop,Asia,0
294,7/22/2023,desktop,Asia,1
295,6/18/2023,desktop,North America,0
296,1/11/2024,mobile,Asia,0
297,4/6/2023,mobile,North America,1
298,7/31/2023,desktop,Europe,1
299,9/14/2023,tablet,North America,1
300,5/9/2023,mobile,South America,1
301,6/12/2024,mobile,Europe,1
302,12/5/2023,tablet,Asia,1
303,9/6/2023,tablet,Europe,1
304,9/9/2023,mobile,South America,0
305,2/7/2024,tablet,South America,0
306,4/2/2023,tablet,South America,0
307,7/11/2024,desktop,Europe,0
308,6/6/2024,mobile,South America,1
309,1/28/2023,tablet,South America,0
310,12/2/2023,desktop,South America,0
311,7/7/2024,mobile,Europe,0
312,8/25/2023,desktop,Europe,1
313,8/24/2023,desktop,Asia,0
314,4/2/2023,tablet,Asia,1
315,11/1/2023,mobile,North America,0
316,1/21/2024,tablet,North America,0
317,3/29/2024,tablet,Europe,1
318,6/23/2023,tablet,South America,1
319,1/4/2023,mobile,South America,1
320,4/17/2023,desktop,Asia,0
321,3/11/2023,tablet,South America,0
322,1/20/2024,tablet,South America,1
323,11/9/2023,mobile,Asia,0
324,11/14/2023,desktop,North America,0
325,11/10/2023,tablet,Europe,1
326,3/15/2023,desktop,Asia,0
327,1/11/2023,mobile,North America,1
328,3/12/2024,desktop,South America,1
329,8/19/2023,tablet,Asia,0
330,7/11/2024,mobile,Europe,1
331,1/24/2024,mobile,Asia,1
332,3/6/2024,tablet,Europe,0
333,3/16/2024,tablet,North America,1
334,4/13/2023,tablet,Europe,1
335,3/1/2024,mobile,South America,0
336,4/25/2023,tablet,Asia,1
337,10/5/2023,desktop,South America,0
338,11/4/2023,tablet,Europe,1
339,8/21/2023,mobile,North America,1
340,2/16/2023,desktop,Europe,0
341,5/7/2024,mobile,Europe,1
342,1/16/2024,tablet,Europe,1
343,7/15/2024,tablet,Europe,1
344,2/12/2024,tablet,Europe,1
345,10/19/2023,tablet,South America,1
346,8/23/2023,tablet,North America,1
347,11/16/2023,mobile,Asia,0
348,4/9/2024,tablet,South America,0
349,5/26/2023,mobile,North America,0
350,6/18/2024,mobile,Asia,1
351,8/20/2023,desktop,North America,1
352,9/15/2023,mobile,South America,1
353,10/7/2023,tablet,South America,0
354,3/7/2024,tablet,South America,1
355,3/1/2024,mobile,South America,1
356,8/8/2023,mobile,South America,1
357,5/28/2024,desktop,Europe,1
358,1/23/2023,desktop,North America,0
359,10/20/2023,mobile,North America,1
360,2/11/2023,mobile,South America,1
361,7/8/2023,tablet,North America,0
362,1/19/2023,tablet,South America,0
363,1/13/2023,tablet,North America,0
364,11/26/2023,mobile,Europe,0
365,8/29/2023,desktop,Europe,0
366,11/6/2023,mobile,Asia,0
367,7/3/2023,tablet,Europe,1
368,10/26/2023,desktop,Asia,0
369,7/4/2024,desktop,North America,1
370,12/16/2023,mobile,Europe,1
371,8/2/2024,mobile,North America,1
372,12/2/2023,desktop,North America,0
373,11/6/2023,desktop,North America,1
374,12/9/2023,tablet,South America,1
375,9/9/2023,tablet,Europe,1
376,7/5/2023,mobile,Europe,1
377,4/12/2023,desktop,North America,1
378,11/14/2023,mobile,Europe,0
379,11/6/2023,tablet,South America,1
380,2/5/2023,mobile,Asia,0
381,6/25/2024,desktop,Europe,0
382,3/18/2023,tablet,South America,1
383,8/1/2023,tablet,Europe,1
384,4/22/2023,desktop,Europe,0
385,7/23/2023,mobile,North America,1
386,5/16/2023,desktop,North America,1
387,4/23/2024,desktop,South America,0
388,8/17/2024,mobile,Asia,1
389,3/15/2024,desktop,South America,0
390,1/25/2024,mobile,Europe,0
391,10/13/2023,desktop,South America,0
392,3/25/2024,mobile,Asia,1
393,10/6/2023,mobile,Asia,0
394,6/23/2023,mobile,Europe,0
395,8/9/2024,tablet,Asia,1
396,10/23/2023,tablet,Asia,1
397,8/4/2023,mobile,Asia,1
398,9/9/2023,desktop,Europe,0
399,8/14/2024,desktop,South America,1
400,2/11/2023,mobile,Asia,0
401,7/28/2024,desktop,North America,0
402,5/18/2023,desktop,Europe,1
403,11/23/2023,mobile,Asia,1
404,6/30/2023,desktop,Europe,0
405,8/11/2023,desktop,Europe,0
406,1/16/2024,desktop,Asia,0
407,12/5/2023,tablet,Europe,1
408,10/15/2023,mobile,North America,0
409,8/20/2023,mobile,North America,0
410,7/7/2023,tablet,Asia,0
411,7/9/2024,tablet,North America,0
412,5/21/2023,tablet,Europe,1
413,9/9/2023,mobile,Europe,1
414,4/27/2024,mobile,North America,1
415,3/10/2023,desktop,Asia,0
416,8/14/2024,tablet,Asia,1
417,6/16/2023,tablet,Asia,1
418,7/27/2023,desktop,Asia,1
419,1/19/2023,desktop,South America,1
420,1/28/2024,desktop,South America,0
421,6/6/2024,desktop,South America,0
422,8/6/2024,mobile,South America,1
423,3/28/2024,tablet,North America,0
424,10/4/2023,desktop,Europe,0
425,2/18/2023,tablet,South America,0
426,6/18/2023,mobile,North America,0
427,5/15/2023,tablet,Europe,1
428,4/24/2024,mobile,Asia,1
429,2/16/2023,tablet,North America,1
430,6/18/2024,mobile,North America,1
431,7/8/2024,desktop,South America,1
432,5/10/2023,tablet,Asia,0
433,5/11/2023,mobile,Asia,1
434,7/13/2023,desktop,Europe,0
435,8/8/2024,tablet,Europe,0
436,4/19/2023,mobile,South America,0
437,11/4/2023,desktop,North America,1
438,8/2/2024,tablet,South America,0
439,5/21/2023,desktop,South America,1
440,7/6/2023,mobile,Europe,1
441,11/20/2023,mobile,Europe,1
442,11/20/2023,tablet,Asia,1
443,4/18/2023,mobile,Europe,1
444,5/6/2023,tablet,North America,0
445,3/16/2023,tablet,South America,0
446,1/10/2023,mobile,Asia,1
447,2/21/2023,tablet,North America,0
448,3/14/2024,desktop,North America,1
449,1/27/2024,tablet,Europe,0
450,5/15/2024,mobile,Asia,1
451,11/2/2023,mobile,Asia,0
452,4/7/2024,tablet,Asia,0
453,8/9/2023,mobile,Europe,0
454,3/18/2024,mobile,South America,0
455,2/18/2023,desktop,North America,0
456,3/9/2024,mobile,North America,1
457,4/19/2023,desktop,Europe,0
458,6/19/2024,mobile,Europe,1
459,11/20/2023,mobile,North America,1
460,11/9/2023,mobile,North America,1
461,4/19/2023,tablet,Europe,0
462,4/7/2023,tablet,North America,1
463,7/24/2024,desktop,South America,1
464,3/11/2023,mobile,North America,0
465,4/23/2024,tablet,Asia,0
466,7/8/2023,mobile,North America,1
467,4/16/2024,mobile,North America,1
468,12/9/2023,desktop,Europe,1
469,2/22/2024,desktop,South America,0
470,3/13/2024,tablet,North America,1
471,5/6/2024,tablet,Asia,1
472,11/6/2023,desktop,South America,0
473,7/11/2023,tablet,North America,1
474,7/27/2024,tablet,Asia,1
475,7/6/2024,mobile,Asia,1
476,3/30/2024,mobile,South America,0
477,5/12/2024,desktop,Asia,0
478,2/20/2024,mobile,South America,0
479,2/16/2024,tablet,South America,0
480,2/6/2023,tablet,Asia,1
481,6/21/2024,desktop,North America,0
482,6/10/2023,mobile,Asia,0
483,1/10/2024,mobile,North America,1
484,6/6/2024,desktop,Europe,0
485,6/6/2024,mobile,North America,1
486,11/22/2023,mobile,North America,1
487,10/28/2023,mobile,South America,0
488,8/9/2024,tablet,Europe,0
489,7/24/2023,tablet,Europe,1
490,1/31/2023,mobile,Europe,0
491,9/5/2023,tablet,Asia,1
492,6/5/2024,mobile,North America,1
493,6/20/2024,tablet,Europe,0
494,8/23/2024,mobile,Asia,0
495,7/12/2024,tablet,Asia,1
496,9/15/2023,desktop,Asia,1
497,6/24/2024,tablet,Europe,0
498,3/26/2024,tablet,North America,1
499,1/17/2024,mobile,South America,1
500,5/26/2024,mobile,South America,1
501,4/28/2023,tablet,North America,1
502,9/23/2023,desktop,Europe,0
503,7/12/2024,tablet,South America,1
504,6/30/2024,mobile,North America,1
505,1/3/2024,mobile,Europe,0
506,2/21/2023,desktop,Europe,0
507,7/18/2024,mobile,Asia,1
508,10/8/2023,mobile,Asia,0
509,7/25/2023,tablet,South America,1
510,2/5/2024,desktop,South America,0
511,4/14/2024,tablet,North America,1
512,6/30/2023,desktop,North America,0
513,2/25/2024,desktop,Europe,0
514,6/26/2023,desktop,Europe,0
515,9/20/2023,tablet,Asia,1
516,3/21/2023,tablet,Asia,1
517,5/31/2024,desktop,Asia,0
518,3/4/2023,desktop,Asia,1
519,7/7/2024,mobile,Asia,0
520,4/1/2023,desktop,South America,1
521,9/10/2023,desktop,South America,1
522,7/9/2024,desktop,Asia,0
523,4/19/2023,desktop,North America,1
524,3/5/2023,mobile,Europe,1
525,8/17/2023,mobile,North America,1
526,5/27/2024,desktop,Asia,1
527,12/10/2023,tablet,North America,1
528,9/30/2023,tablet,South America,0
529,2/29/2024,mobile,Europe,0
530,4/9/2024,mobile,Europe,1
531,8/7/2023,desktop,North America,1
532,4/28/2023,mobile,Europe,0
533,4/4/2024,mobile,Europe,1
534,2/3/2023,tablet,Asia,0
535,8/5/2023,mobile,North America,0
536,7/6/2023,tablet,North America,1
537,8/9/2023,desktop,Europe,1
538,2/14/2023,mobile,South America,1
539,7/26/2023,tablet,Europe,1
540,7/1/2023,mobile,South America,1
541,9/12/2023,tablet,North America,1
542,7/13/2024,tablet,Europe,1
543,11/6/2023,tablet,Asia,0
544,1/12/2023,desktop,North America,1
545,9/30/2023,mobile,Asia,1
546,11/2/2023,tablet,Europe,0
547,1/30/2023,mobile,South America,1
548,6/9/2024,tablet,Asia,0
549,2/13/2023,mobile,Asia,0
550,2/17/2024,desktop,North America,1
551,4/13/2024,tablet,North America,1
552,3/29/2023,desktop,Asia,0
553,1/26/2023,tablet,South America,1
554,12/8/2023,tablet,South America,0
555,2/28/2023,tablet,South America,0
556,3/17/2024,mobile,Europe,1
557,7/1/2023,mobile,Europe,0
558,4/28/2023,desktop,North America,1
559,6/5/2023,tablet,Europe,1
560,4/2/2023,desktop,North America,0
561,1/5/2023,desktop,Europe,0
562,10/31/2023,mobile,South America,0
563,10/16/2023,tablet,North America,1
564,1/16/2024,desktop,Europe,0
565,4/1/2024,mobile,Europe,1
566,10/1/2023,mobile,North America,0
567,2/11/2024,desktop,North America,1
568,12/20/2023,tablet,Europe,1
569,12/17/2023,desktop,North America,0
570,2/1/2024,mobile,North America,0
571,11/18/2023,desktop,North America,1
572,4/10/2023,desktop,Asia,0
573,12/21/2023,mobile,South America,1
574,7/7/2024,tablet,Europe,1
575,1/23/2023,mobile,Asia,0
576,6/6/2023,desktop,South America,1
577,4/8/2023,mobile,Asia,0
578,7/9/2023,desktop,North America,0
579,10/18/2023,tablet,Asia,1
580,1/30/2024,tablet,Europe,1
581,3/22/2023,desktop,South America,0
582,3/23/2024,desktop,Asia,1
583,3/11/2024,desktop,South America,1
584,6/2/2023,tablet,South America,1
585,1/3/2023,mobile,Europe,0
586,9/5/2023,mobile,North America,1
587,12/23/2023,tablet,Europe,1
588,2/18/2024,tablet,North America,1
589,6/30/2023,mobile,North America,1
590,6/10/2024,tablet,South America,0
591,3/18/2023,desktop,North America,0
592,3/11/2024,mobile,Asia,1
593,1/29/2023,desktop,South America,1
594,9/3/2023,desktop,South America,1
595,12/29/2023,desktop,South America,0
596,12/24/2023,desktop,Asia,1
597,11/10/2023,mobile,South America,0
598,3/5/2024,tablet,Asia,1
599,7/23/2024,mobile,Europe,0
600,7/19/2024,tablet,South America,1
601,9/19/2023,tablet,North America,0
602,4/20/2023,mobile,Europe,1
603,7/13/2023,tablet,North America,0
604,3/30/2023,mobile,South America,1
605,11/28/2023,desktop,Europe,1
606,4/16/2024,mobile,Europe,1
607,8/5/2024,desktop,North America,0
608,1/29/2024,mobile,South America,0
609,1/12/2024,tablet,Europe,1
610,5/3/2024,mobile,Europe,0
611,9/18/2023,tablet,Asia,1
612,3/3/2024,desktop,South America,1
613,1/9/2023,tablet,Europe,1
614,9/15/2023,mobile,Europe,0
615,1/31/2023,desktop,Europe,1
616,6/7/2024,tablet,Asia,0
617,6/6/2024,desktop,Asia,1
618,1/21/2024,desktop,South America,0
619,2/27/2024,tablet,Europe,0
620,12/9/2023,tablet,North America,0
621,3/27/2023,mobile,Europe,1
622,10/12/2023,tablet,South America,0
623,2/19/2023,tablet,Asia,0
624,3/11/2023,mobile,North America,1
625,11/16/2023,desktop,South America,1
626,3/19/2023,mobile,Europe,1
627,5/7/2023,mobile,North America,1
628,3/3/2023,desktop,South America,1
629,1/7/2023,mobile,Europe,1
630,4/11/2023,tablet,North America,0
631,10/19/2023,tablet,South America,0
632,5/1/2024,desktop,North America,1
633,5/25/2024,tablet,South America,1
634,6/26/2024,tablet,Asia,1
635,8/9/2024,desktop,South America,0
636,2/6/2024,mobile,Asia,0
637,1/6/2023,tablet,Asia,0
638,12/7/2023,desktop,South America,0
639,2/22/2023,mobile,Asia,1
640,8/23/2023,desktop,South America,1
641,4/14/2023,desktop,North America,1
642,3/27/2024,tablet,Asia,0
643,3/5/2024,tablet,Asia,1
644,6/10/2024,mobile,Europe,1
645,8/21/2023,mobile,North America,0
646,5/9/2024,mobile,South America,1
647,2/16/2024,mobile,Europe,0
648,3/9/2023,tablet,North America,1
649,5/1/2024,mobile,Europe,1
650,1/31/2024,desktop,Europe,1
651,7/20/2023,tablet,North America,0
652,1/15/2023,mobile,Asia,0
653,1/10/2023,tablet,North America,0
654,5/18/2023,desktop,Europe,0
655,2/14/2024,desktop,South America,1
656,6/27/2024,desktop,South America,1
657,1/24/2024,desktop,South America,1
658,3/16/2023,desktop,Europe,1
659,8/16/2023,mobile,Europe,1
660,1/5/2024,desktop,South America,1
661,2/17/2023,mobile,Asia,0
662,1/14/2024,desktop,North America,1
663,10/28/2023,desktop,South America,1
664,8/25/2023,tablet,South America,0
665,9/25/2023,tablet,North America,0
666,6/21/2024,desktop,Europe,1
667,9/19/2023,mobile,Asia,0
668,5/25/2023,tablet,North America,1
669,10/27/2023,tablet,Asia,0
670,9/22/2023,mobile,South America,1
671,4/7/2024,tablet,South America,0
672,6/5/2024,tablet,North America,0
673,2/15/2024,mobile,North America,0
674,1/28/2024,mobile,North America,0
675,2/9/2023,tablet,North America,0
676,4/5/2024,tablet,Asia,0
677,8/13/2024,mobile,Asia,1
678,5/29/2024,mobile,Asia,1
679,2/28/2024,desktop,Asia,1
680,12/30/2023,desktop,Asia,1
681,8/9/2024,mobile,Asia,1
682,1/15/2024,mobile,South America,1
683,3/17/2023,mobile,South America,0
684,9/3/2023,desktop,North America,1
685,9/1/2023,desktop,North America,0
686,1/4/2024,desktop,Asia,0
687,12/15/2023,tablet,North America,0
688,6/17/2024,desktop,South America,0
689,8/23/2023,tablet,North America,1
690,2/14/2023,mobile,North America,1
691,1/2/2023,tablet,North America,0
692,4/21/2023,tablet,South America,0
693,3/9/2023,mobile,Asia,0
694,7/30/2023,desktop,North America,1
695,11/29/2023,desktop,South America,1
696,6/22/2024,desktop,South America,0
697,6/7/2024,tablet,Europe,0
698,1/24/2024,mobile,South America,1
699,1/17/2024,tablet,South America,0
700,5/14/2023,mobile,South America,1
701,5/15/2023,desktop,Asia,0
702,11/9/2023,desktop,South America,0
703,10/8/2023,mobile,South America,1
704,2/11/2024,tablet,Europe,1
705,9/8/2023,mobile,North America,0
706,12/19/2023,tablet,Europe,0
707,3/11/2023,mobile,Asia,0
708,11/7/2023,mobile,North America,1
709,7/29/2024,desktop,North America,0
710,12/23/2023,desktop,Europe,0
711,4/16/2023,mobile,Asia,1
712,6/20/2023,mobile,Europe,1
713,8/30/2023,tablet,North America,0
714,5/5/2023,tablet,Asia,0
715,4/16/2024,mobile,South America,0
716,7/24/2024,tablet,North America,0
717,9/1/2023,desktop,South America,1
718,3/4/2023,desktop,Asia,0
719,7/15/2024,desktop,North America,1
720,10/2/2023,desktop,South America,0
721,11/20/2023,tablet,South America,1
722,8/19/2024,desktop,North America,1
723,6/29/2024,tablet,Europe,0
724,9/7/2023,desktop,South America,1
725,1/28/2024,desktop,Asia,1
726,7/23/2023,tablet,South America,0
727,4/4/2024,desktop,South America,1
728,5/10/2024,desktop,South America,1
729,8/3/2023,mobile,South America,1
730,4/6/2023,desktop,South America,0
731,3/11/2023,desktop,Europe,0
732,9/3/2023,tablet,North America,0
733,7/6/2023,tablet,Asia,0
734,5/11/2023,mobile,North America,1
735,8/6/2023,desktop,North America,1
736,5/5/2023,desktop,Europe,1
737,8/23/2024,tablet,Asia,0
738,3/6/2023,mobile,South America,1
739,4/24/2024,tablet,Europe,0
740,12/5/2023,mobile,Asia,0
741,5/2/2023,tablet,Europe,0
742,12/3/2023,desktop,North America,0
743,3/7/2024,mobile,North America,0
744,3/21/2024,mobile,North America,0
745,7/24/2023,desktop,South America,1
746,3/10/2023,mobile,South America,1
747,7/15/2023,desktop,Asia,0
748,12/21/2023,tablet,Europe,1
749,12/27/2023,mobile,Asia,0
750,7/3/2024,mobile,South America,0
751,10/8/2023,tablet,Europe,1
752,6/8/2024,tablet,Asia,0
753,6/25/2023,tablet,North America,0
754,8/2/2024,mobile,Asia,0
