engagement_id,user_id,campaign_id,opened,clicked,unsubscribe,open_time
54,1922,1,1,1,0,2024-06-29 08:00:00
55,2657,1,1,1,0,2024-06-26 11:00:00
56,1850,1,0,0,0,
57,3966,1,1,0,0,2024-06-26 17:00:00
58,2545,1,1,0,0,2024-03-22 16:00:00
59,2999,1,1,1,0,2024-05-26 12:00:00
60,814,1,0,0,0,
61,815,1,1,1,0,2024-04-14 18:00:00
62,2176,1,0,0,1,
63,2076,1,0,0,0,
64,3006,1,1,0,0,2024-01-24 10:00:00
65,2191,1,0,0,0,
66,2196,1,0,0,0,
67,827,1,1,0,0,2024-09-20 20:00:00
68,1964,1,1,0,0,2024-07-09 12:00:00
69,2652,1,1,0,0,2024-04-29 16:00:00
70,1295,1,0,0,0,
71,3308,1,0,0,0,
72,987,1,1,1,0,2024-04-26 10:00:00
73,3818,1,0,0,0,
74,2230,1,0,0,0,
75,3306,1,0,0,0,
76,2910,1,1,0,0,2024-02-14 07:00:00
77,3421,1,0,0,0,
78,3636,1,1,0,0,2024-08-07 16:00:00
79,3023,1,0,0,0,
80,4215,1,0,0,0,
81,2278,1,1,0,0,2024-08-23 17:00:00
82,3504,1,1,1,0,2024-04-06 14:00:00
83,3050,1,1,1,0,2024-08-31 17:00:00
84,2879,1,1,0,0,2024-08-15 12:00:00
85,1862,1,0,0,0,
86,882,1,0,0,0,
87,781,1,1,0,0,2024-08-04 20:00:00
88,3059,1,1,0,0,2024-02-10 16:00:00
89,3207,1,1,0,0,2024-06-04 07:00:00
90,2950,1,0,0,0,
91,966,1,1,1,0,2024-09-25 19:00:00
92,786,1,0,0,0,
93,634,1,0,0,0,
94,3755,1,1,0,0,2024-07-19 08:00:00
95,2297,1,1,0,0,2024-02-14 15:00:00
96,3418,1,0,0,0,
97,678,1,1,1,0,2024-07-08 07:00:00
98,1991,1,0,0,0,
99,1493,1,0,0,0,
100,4960,1,1,0,0,2024-04-17 17:00:00
101,2057,1,1,0,0,2024-08-16 14:00:00
102,1292,1,0,0,0,
103,3086,1,0,0,0,
104,3082,1,0,0,0,
105,1454,1,0,0,0,
106,825,1,1,0,0,2024-09-14 12:00:00
107,1979,1,1,1,0,2024-02-28 09:00:00
108,3462,1,1,1,0,2024-07-11 07:00:00
109,4327,1,1,1,0,2024-09-13 13:00:00
110,851,1,0,0,0,
111,801,1,1,1,0,2024-04-22 07:00:00
112,2279,1,0,0,0,
113,2690,1,0,0,0,
114,3830,1,0,0,0,
115,3947,1,0,0,0,
116,355,1,0,0,0,
117,2938,1,1,1,0,2024-07-22 08:00:00
118,1871,1,1,0,0,2024-03-23 09:00:00
119,3137,1,1,0,0,2024-05-28 20:00:00
120,1997,1,1,0,0,2024-05-10 07:00:00
121,1658,1,0,0,0,
122,1594,1,0,0,0,
123,4692,1,1,0,0,2024-09-17 13:00:00
124,3777,1,1,0,0,2024-08-31 19:00:00
125,3046,1,0,0,0,
126,1088,1,0,0,0,
127,4611,1,1,0,0,2024-03-24 19:00:00
128,2129,1,0,0,0,
129,3023,1,1,0,1,2024-09-02 18:00:00
130,747,1,1,1,0,2024-04-27 15:00:00
131,4143,1,1,0,0,2024-06-15 13:00:00
132,3884,1,1,0,0,2024-03-30 17:00:00
133,2491,1,0,0,0,
134,4445,1,1,0,0,2024-03-31 17:00:00
135,3199,1,1,0,0,2024-07-29 18:00:00
136,572,1,1,1,1,2024-04-16 09:00:00
137,1121,1,1,0,0,2024-07-27 13:00:00
138,4921,1,0,0,0,
139,4321,1,1,0,0,2024-07-22 09:00:00
140,1989,1,0,0,0,
141,4032,1,1,0,1,2024-09-27 19:00:00
142,4168,1,1,1,0,2024-08-31 11:00:00
143,883,1,1,1,0,2024-02-26 13:00:00
144,4333,1,0,0,0,
145,1101,1,1,0,0,2024-05-22 14:00:00
146,1113,1,1,1,0,2024-05-02 10:00:00
147,3979,1,1,0,0,2024-06-10 13:00:00
148,4400,1,1,1,1,2024-03-21 13:00:00
149,2207,1,0,0,0,
150,1068,1,0,0,0,
151,4422,1,0,0,0,
152,688,1,1,1,0,2024-03-08 14:00:00
153,438,1,1,0,0,2024-04-28 11:00:00
154,196,1,1,0,0,2024-07-13 13:00:00
155,3524,1,0,0,1,
156,1194,1,1,0,0,2024-01-06 08:00:00
157,1700,1,0,0,0,
158,788,1,0,0,1,
159,2168,1,0,0,0,
160,508,1,0,0,0,
161,445,1,0,0,0,
162,1788,1,0,0,0,
163,2560,1,1,0,0,2024-03-13 13:00:00
164,413,1,0,0,0,
165,211,1,0,0,0,
166,524,1,0,0,0,
167,1034,1,0,0,0,
168,4301,1,1,0,0,2024-09-09 15:00:00
169,4217,1,1,0,0,2024-09-12 12:00:00
170,2464,1,1,1,1,2024-09-12 20:00:00
171,2439,1,1,1,0,2024-06-28 08:00:00
172,1712,1,1,0,1,2024-03-01 11:00:00
173,4485,1,0,0,0,
174,4294,1,1,0,0,2024-08-30 18:00:00
175,1671,1,0,0,0,
176,3417,1,0,0,0,
177,2601,1,0,0,0,
178,3253,1,0,0,0,
179,2352,1,0,0,0,
180,3601,1,1,0,0,2024-04-14 08:00:00
181,2712,1,0,0,1,
182,1495,1,0,0,0,
183,4122,1,0,0,0,
184,549,1,0,0,0,
185,3574,1,0,0,0,
186,2625,1,1,1,1,2024-04-22 16:00:00
187,232,1,1,0,0,2024-09-14 14:00:00
188,3023,1,0,0,0,
189,1894,1,0,0,1,
190,4849,1,1,1,0,2024-08-30 12:00:00
191,3722,1,1,1,1,2024-01-12 20:00:00
192,2764,1,0,0,0,
193,1061,1,0,0,0,
194,1267,1,1,0,0,2024-07-20 09:00:00
195,2672,1,1,0,0,2024-01-05 20:00:00
196,1823,1,0,0,0,
197,4138,1,0,0,0,
198,2587,1,1,0,0,2024-08-29 19:00:00
199,1645,1,1,0,0,2024-05-26 13:00:00
200,3133,1,1,0,0,2024-01-10 15:00:00
201,2748,1,0,0,0,
202,463,1,1,0,0,2024-08-21 13:00:00
203,3883,1,1,0,0,2024-08-07 16:00:00
204,4837,1,1,0,0,2024-08-26 20:00:00
205,2280,1,0,0,1,
206,3998,1,1,1,0,2024-02-05 14:00:00
207,936,1,0,0,0,
208,333,1,0,0,0,
209,1082,1,1,1,1,2024-06-19 12:00:00
210,4754,1,1,0,0,2024-01-30 16:00:00
211,1211,1,1,1,0,2024-03-02 18:00:00
212,2795,1,1,0,0,2024-02-04 14:00:00
213,482,1,0,0,0,
214,3257,1,0,0,1,
215,4050,1,1,1,0,2024-08-21 15:00:00
216,1182,1,1,0,0,2024-06-13 07:00:00
217,1666,1,1,0,0,2024-06-02 17:00:00
218,3962,1,1,1,0,2024-01-24 07:00:00
219,3746,1,0,0,0,
220,385,1,1,1,0,2024-04-17 17:00:00
221,4929,1,0,0,0,
222,3113,1,1,1,0,2024-06-20 07:00:00
223,2865,1,1,0,0,2024-09-19 17:00:00
224,4000,1,1,1,0,2024-05-28 09:00:00
225,4985,1,1,0,0,2024-05-20 12:00:00
226,3709,1,0,0,0,
227,4913,1,0,0,0,
228,212,1,0,0,0,
229,504,1,0,0,0,
230,756,1,0,0,0,
231,2113,1,0,0,0,
232,3403,1,1,0,0,2024-03-08 13:00:00
233,1158,1,1,1,0,2024-07-11 13:00:00
234,1046,1,1,1,0,2024-02-27 16:00:00
235,2406,1,0,0,0,
236,3951,1,1,1,0,2024-07-30 11:00:00
237,702,1,0,0,1,
238,3504,1,1,0,0,2024-08-28 15:00:00
239,2675,1,0,0,0,
240,1592,1,1,0,0,2024-08-09 09:00:00
241,4352,1,0,0,0,
242,2145,1,1,0,0,2024-08-15 20:00:00
243,2327,1,0,0,0,
244,2546,1,1,0,0,2024-09-24 10:00:00
245,1808,1,1,0,0,2024-09-24 14:00:00
246,3843,1,1,0,0,2024-08-16 18:00:00
247,1211,1,1,1,0,2024-01-17 13:00:00
248,3894,1,1,0,0,2024-01-12 13:00:00
249,4384,1,0,0,0,
250,2993,1,1,0,0,2024-09-26 11:00:00
251,3801,1,1,0,0,2024-05-09 09:00:00
252,581,1,1,1,0,2024-01-12 16:00:00
253,343,1,0,0,0,
254,1100,1,1,0,0,2024-07-19 09:00:00
255,3065,1,1,0,0,2024-02-17 11:00:00
256,4431,1,1,1,0,2024-07-24 10:00:00
257,71,1,0,0,0,
258,4795,1,1,0,0,2024-01-21 13:00:00
259,3585,1,1,1,0,2024-05-14 18:00:00
260,846,1,1,0,0,2024-06-15 19:00:00
261,2045,1,0,0,0,
262,1419,1,0,0,0,
263,1562,1,1,0,0,2024-06-08 18:00:00
264,4760,1,0,0,0,
265,1489,1,1,0,0,2024-07-13 17:00:00
266,1412,1,1,0,0,2024-04-22 14:00:00
267,2158,1,0,0,0,
268,1645,1,0,0,0,
269,1806,1,0,0,0,
270,2043,1,1,1,0,2024-06-23 13:00:00
271,258,1,0,0,0,
272,4005,1,1,0,0,2024-03-08 11:00:00
273,1411,1,0,0,1,
274,3526,1,1,0,0,2024-03-25 19:00:00
275,552,1,0,0,0,
276,2431,1,1,0,0,2024-07-15 13:00:00
277,415,1,1,1,1,2024-09-03 17:00:00
278,3011,1,1,0,0,2024-01-07 12:00:00
279,1824,1,0,0,0,
280,2087,1,0,0,0,
281,1878,1,1,0,0,2024-03-27 12:00:00
282,4414,1,1,0,0,2024-08-12 08:00:00
283,229,1,0,0,0,
284,3435,1,1,1,0,2024-03-13 19:00:00
285,1563,1,0,0,0,
286,3727,1,1,0,0,2024-06-23 14:00:00
287,1457,1,0,0,0,
288,2598,1,0,0,1,
289,2053,1,1,0,0,2024-04-15 20:00:00
290,2990,1,1,0,0,2024-07-26 17:00:00
291,2958,1,1,0,0,2024-08-05 09:00:00
292,2148,1,1,1,0,2024-01-04 17:00:00
293,4809,1,1,0,0,2024-08-22 15:00:00
294,4953,1,0,0,0,
295,3773,1,1,0,1,2024-04-16 08:00:00
296,3266,1,0,0,0,
297,1799,1,1,0,0,2024-07-01 14:00:00
298,654,1,0,0,0,
299,1186,1,0,0,1,
300,4694,1,1,0,0,2024-05-11 08:00:00
301,3816,1,1,1,0,2024-07-13 19:00:00
302,419,1,1,1,0,2024-07-08 11:00:00
303,4153,1,1,0,0,2024-08-08 18:00:00
304,1777,1,1,0,0,2024-09-22 13:00:00
305,2835,1,0,0,0,
306,2051,1,0,0,0,
307,4666,1,1,0,0,2024-07-15 17:00:00
308,1511,1,0,0,0,
309,664,1,1,0,1,2024-03-21 13:00:00
310,2580,1,1,1,0,2024-04-06 12:00:00
311,3156,1,1,0,0,2024-01-08 11:00:00
312,533,1,0,0,0,
313,822,1,1,0,0,2024-05-09 20:00:00
314,4343,1,1,0,0,2024-02-14 11:00:00
315,4649,1,1,0,0,2024-01-05 18:00:00
316,2340,1,0,0,0,
317,2195,1,0,0,0,
318,1658,1,0,0,0,
319,4042,1,0,0,0,
320,2277,1,0,0,0,
321,3328,1,1,0,0,2024-03-31 12:00:00
322,2983,1,1,0,0,2024-03-31 14:00:00
323,4624,1,1,0,0,2024-08-13 12:00:00
324,3371,1,1,0,0,2024-05-29 10:00:00
325,3665,1,1,0,0,2024-07-14 14:00:00
326,165,1,1,0,0,2024-08-05 08:00:00
327,2675,1,1,1,0,2024-06-17 18:00:00
328,2421,1,1,0,0,2024-09-07 17:00:00
329,3507,1,1,0,1,2024-07-27 19:00:00
330,2928,1,1,1,0,2024-06-07 13:00:00
331,1121,1,0,0,0,
332,1475,1,1,1,0,2024-01-22 13:00:00
333,2935,1,0,0,0,
334,355,1,0,0,0,
335,1709,1,1,0,0,2024-02-02 10:00:00
336,2179,1,1,0,0,2024-09-15 15:00:00
337,61,1,1,1,0,2024-07-16 08:00:00
338,3868,1,1,0,0,2024-05-11 08:00:00
339,3390,1,1,1,0,2024-03-31 08:00:00
340,2737,1,0,0,0,
341,655,1,0,0,0,
342,1892,1,0,0,0,
343,2492,1,1,1,0,2024-01-18 15:00:00
344,1533,1,1,0,0,2024-06-29 15:00:00
345,4522,1,1,0,0,2024-06-18 18:00:00
346,3798,1,1,0,0,2024-02-27 18:00:00
347,4525,1,1,1,0,2024-02-11 15:00:00
348,894,1,0,0,0,
349,2185,1,0,0,0,
350,4093,1,1,0,0,2024-06-21 20:00:00
351,980,1,1,0,0,2024-05-05 18:00:00
352,4828,1,1,0,0,2024-03-26 07:00:00
353,4494,1,1,1,0,2024-02-24 18:00:00
354,3513,1,0,0,0,
355,393,1,1,0,0,2024-01-04 13:00:00
356,196,1,1,0,0,2024-05-18 14:00:00
357,699,1,1,0,0,2024-05-24 14:00:00
358,1879,1,0,0,0,
359,4177,1,1,0,0,2024-03-11 17:00:00
360,3676,1,1,0,0,2024-04-06 11:00:00
361,2416,1,0,0,0,
362,327,1,0,0,0,
363,940,1,1,0,0,2024-05-21 11:00:00
364,2433,1,0,0,0,
365,562,1,0,0,0,
366,3002,1,1,0,0,2024-09-26 15:00:00
367,4629,1,0,0,0,
368,388,1,1,1,0,2024-08-20 14:00:00
369,2140,1,1,0,0,2024-08-24 20:00:00
370,653,1,1,0,0,2024-03-22 20:00:00
371,4963,1,1,1,0,2024-09-25 09:00:00
372,3864,1,1,0,0,2024-04-13 20:00:00
373,824,1,1,1,0,2024-06-22 16:00:00
374,803,1,0,0,0,
375,568,1,0,0,0,
376,174,1,0,0,0,
377,291,1,1,1,0,2024-04-24 14:00:00
378,420,1,1,1,0,2024-09-23 11:00:00
379,1184,1,1,0,0,2024-06-17 17:00:00
380,4494,1,1,1,0,2024-07-20 15:00:00
381,2076,1,1,1,0,2024-05-13 11:00:00
382,3088,1,1,0,0,2024-07-11 12:00:00
383,304,1,0,0,1,
384,124,1,1,0,0,2024-06-22 17:00:00
385,2313,1,0,0,0,
386,145,1,0,0,0,
387,566,1,0,0,0,
388,931,1,1,0,0,2024-03-26 13:00:00
389,3118,1,1,1,0,2024-09-02 07:00:00
390,3415,1,1,1,0,2024-05-10 07:00:00
391,2279,1,0,0,0,
392,3359,1,1,1,0,2024-05-23 11:00:00
393,4658,1,0,0,0,
394,3013,1,0,0,0,
395,2238,1,0,0,0,
396,275,1,0,0,0,
397,4081,1,0,0,0,
398,1451,1,0,0,0,
399,1839,1,1,0,0,2024-07-28 10:00:00
400,3353,1,0,0,0,
401,1706,1,1,1,1,2024-01-16 09:00:00
402,4503,1,1,0,0,2024-01-25 18:00:00
403,2551,1,1,0,1,2024-02-05 07:00:00
404,188,1,1,0,0,2024-05-06 09:00:00
405,3657,1,1,1,0,2024-05-09 20:00:00
406,3459,1,1,1,0,2024-07-22 16:00:00
407,4803,1,1,0,0,2024-05-24 08:00:00
408,4934,1,0,0,1,
409,4346,1,0,0,0,
410,3594,1,1,1,0,2024-01-11 09:00:00
411,4885,1,1,0,0,2024-05-17 18:00:00
412,854,1,0,0,0,
413,1491,1,1,1,0,2024-07-30 13:00:00
414,4215,1,1,0,0,2024-02-01 17:00:00
415,4086,1,0,0,0,
416,1877,1,0,0,0,
417,2077,1,0,0,1,
418,847,1,1,0,0,2024-07-08 19:00:00
419,2558,1,1,0,0,2024-01-03 19:00:00
420,3373,1,0,0,0,
421,2739,1,1,0,0,2024-02-14 17:00:00
422,189,1,0,0,0,
423,375,1,1,0,0,2024-09-23 10:00:00
424,2959,1,0,0,0,
425,2106,1,1,1,0,2024-09-10 13:00:00
426,970,1,0,0,0,
427,2499,1,1,0,1,2024-05-01 10:00:00
428,2286,1,1,0,0,2024-07-07 18:00:00
429,1206,1,1,1,0,2024-09-23 10:00:00
430,4073,1,1,0,0,2024-08-13 08:00:00
431,3462,1,1,0,0,2024-07-16 18:00:00
432,3830,1,1,0,0,2024-07-27 12:00:00
433,2107,1,1,0,0,2024-05-14 08:00:00
434,3265,1,0,0,0,
435,2750,1,0,0,1,
436,1599,1,1,0,0,2024-08-26 18:00:00
437,3559,1,0,0,1,
438,4121,1,0,0,0,
439,2301,1,1,0,0,2024-08-11 17:00:00
440,3418,1,0,0,0,
441,1170,1,1,0,0,2024-08-16 11:00:00
442,3037,1,1,0,0,2024-05-14 18:00:00
443,2417,1,1,0,0,2024-03-13 09:00:00
444,4637,1,0,0,0,
445,4312,1,0,0,0,
446,804,1,0,0,0,
447,2779,1,1,1,0,2024-04-05 15:00:00
448,2933,1,0,0,0,
449,2393,1,1,1,0,2024-06-02 11:00:00
450,3291,1,0,0,0,
451,3807,1,0,0,0,
452,4622,1,1,0,0,2024-06-19 07:00:00
453,4909,1,0,0,0,
454,568,1,0,0,0,
455,2682,1,1,1,0,2024-01-15 14:00:00
456,1727,1,0,0,0,
457,1147,1,1,1,0,2024-09-24 19:00:00
458,404,1,0,0,0,
459,1914,1,1,0,1,2024-04-23 07:00:00
460,937,1,1,0,0,2024-08-24 13:00:00
461,739,1,0,0,0,
462,2969,1,0,0,0,
463,2340,1,0,0,0,
464,2034,1,0,0,0,
465,514,1,1,1,0,2024-02-15 17:00:00
466,1414,1,0,0,0,
467,2088,1,1,1,0,2024-07-17 17:00:00
468,4845,1,1,1,0,2024-02-08 19:00:00
469,3883,1,1,0,0,2024-01-04 13:00:00
470,3324,1,1,0,0,2024-05-18 09:00:00
471,4319,1,0,0,0,
472,3373,1,1,0,0,2024-07-13 11:00:00
473,338,1,1,0,0,2024-06-05 18:00:00
474,4525,1,0,0,0,
475,3520,1,1,0,0,2024-02-07 08:00:00
476,1540,1,1,0,0,2024-07-25 10:00:00
477,2485,1,1,0,0,2024-08-02 17:00:00
478,4418,1,1,0,0,2024-04-16 10:00:00
479,2659,1,1,1,0,2024-01-21 17:00:00
480,875,1,1,0,0,2024-01-25 15:00:00
481,1013,1,0,0,0,
482,508,1,1,1,0,2024-09-27 07:00:00
483,3519,1,1,0,0,2024-05-07 08:00:00
484,832,1,1,1,0,2024-06-16 10:00:00
485,2116,1,0,0,0,
486,1478,1,1,1,0,2024-09-09 07:00:00
487,2221,1,1,0,0,2024-02-11 15:00:00
488,389,1,0,0,0,
489,4967,1,1,0,0,2024-02-04 07:00:00
490,519,1,1,1,0,2024-08-31 10:00:00
491,2256,1,1,0,0,2024-05-21 13:00:00
492,3415,1,0,0,0,
493,4746,1,0,0,0,
494,1579,1,1,0,0,2024-04-30 14:00:00
495,797,1,1,0,0,2024-08-31 09:00:00
496,926,1,0,0,0,
497,2652,1,1,0,0,2024-09-21 18:00:00
498,4127,1,0,0,0,
499,3796,1,1,1,0,2024-03-09 12:00:00
500,1610,1,1,1,0,2024-03-14 14:00:00
501,4185,1,1,0,0,2024-02-06 08:00:00
502,1315,1,1,0,0,2024-06-19 08:00:00
503,506,1,1,0,0,2024-04-17 17:00:00
504,2598,1,1,1,0,2024-08-15 13:00:00
505,1007,1,1,0,0,2024-04-03 12:00:00
506,1240,1,0,0,0,
507,3656,1,1,0,0,2024-01-13 14:00:00
508,1186,1,0,0,0,
509,4586,1,0,0,0,
510,1720,1,0,0,0,
511,886,1,1,1,0,2024-04-12 14:00:00
512,1029,1,1,1,0,2024-03-03 11:00:00
513,206,1,1,0,0,2024-02-12 14:00:00
514,2222,1,0,0,0,
515,3307,1,1,1,0,2024-03-21 14:00:00
516,377,1,1,0,0,2024-08-13 10:00:00
517,798,1,0,0,0,
518,4935,1,0,0,0,
519,2270,1,0,0,0,
520,477,1,1,1,0,2024-08-13 17:00:00
521,4064,1,1,1,1,2024-02-04 14:00:00
522,105,1,1,1,0,2024-06-26 09:00:00
523,683,1,1,0,0,2024-08-27 17:00:00
524,3235,1,0,0,0,
525,2304,1,1,0,0,2024-01-05 19:00:00
526,2208,1,1,0,1,2024-04-27 15:00:00
527,4945,1,0,0,1,
528,4041,1,1,0,0,2024-08-19 20:00:00
529,1349,1,1,0,0,2024-01-11 16:00:00
530,2935,1,0,0,0,
531,4136,1,0,0,0,
532,1518,1,1,0,0,2024-05-31 12:00:00
533,742,1,1,0,0,2024-01-06 10:00:00
534,2391,1,1,0,0,2024-08-29 12:00:00
535,4068,1,1,0,0,2024-01-06 09:00:00
536,2628,1,1,0,0,2024-05-27 16:00:00
537,802,1,1,0,0,2024-09-18 14:00:00
538,458,1,0,0,0,
539,3964,1,0,0,0,
540,3490,1,1,1,0,2024-08-03 17:00:00
541,1307,1,0,0,0,
542,1197,1,1,0,0,2024-09-14 13:00:00
543,3414,1,1,0,0,2024-04-26 12:00:00
544,1202,1,1,0,0,2024-05-31 10:00:00
545,2858,1,1,1,0,2024-09-05 19:00:00
546,4642,1,1,1,0,2024-02-12 14:00:00
547,313,1,0,0,0,
548,3197,1,1,0,0,2024-03-24 20:00:00
549,4032,1,1,0,0,2024-08-01 13:00:00
550,1840,1,1,0,0,2024-09-21 17:00:00
551,3166,1,1,0,0,2024-07-04 15:00:00
552,2929,1,1,0,0,2024-06-23 10:00:00
553,990,1,1,1,0,2024-06-19 09:00:00
554,497,1,1,1,0,2024-04-24 19:00:00
555,4333,1,0,0,0,
556,4349,1,1,0,0,2024-05-01 18:00:00
557,3644,1,1,0,0,2024-01-31 10:00:00
558,1320,1,0,0,0,
559,3659,1,1,0,0,2024-05-14 08:00:00
560,3679,1,0,0,0,
561,525,1,0,0,0,
562,4583,1,1,0,0,2024-04-07 16:00:00
563,1605,1,0,0,0,
564,1255,1,0,0,0,
565,3276,1,1,1,0,2024-02-05 17:00:00
566,4849,1,1,0,0,2024-05-25 15:00:00
567,781,1,1,0,0,2024-04-22 09:00:00
568,2253,1,1,0,0,2024-04-19 19:00:00
569,1355,1,0,0,1,
570,2810,1,0,0,0,
571,555,1,0,0,0,
572,4184,1,0,0,0,
573,549,1,0,0,0,
574,4892,1,1,1,0,2024-05-19 20:00:00
575,2548,1,0,0,1,
576,2862,1,1,0,0,2024-06-19 18:00:00
577,3714,1,1,1,0,2024-04-19 11:00:00
578,3115,1,0,0,0,
579,4783,1,0,0,0,
580,4921,1,1,0,0,2024-07-02 14:00:00
581,631,1,1,0,0,2024-08-06 09:00:00
582,1395,1,1,0,0,2024-09-07 14:00:00
583,292,1,1,0,0,2024-09-17 14:00:00
584,4801,1,1,0,0,2024-04-27 10:00:00
585,4247,1,0,0,1,
586,263,1,0,0,0,
587,1008,1,1,1,0,2024-02-11 16:00:00
588,3518,1,0,0,0,
589,1050,1,1,0,0,2024-02-27 11:00:00
590,4152,1,1,0,0,2024-08-18 11:00:00
591,1848,1,0,0,0,
592,768,1,1,1,0,2024-02-21 14:00:00
593,1046,1,0,0,0,
594,1056,1,1,1,0,2024-05-29 17:00:00
595,4560,1,1,1,1,2024-09-23 07:00:00
596,786,1,0,0,0,
597,1085,1,0,0,0,
598,2151,1,1,1,0,2024-08-21 16:00:00
599,4038,1,0,0,0,
600,2405,1,1,1,0,2024-07-14 19:00:00
601,85,1,1,0,0,2024-04-10 09:00:00
602,1137,1,1,0,0,2024-09-01 19:00:00
603,1630,1,1,1,0,2024-01-31 15:00:00
604,3628,1,1,1,0,2024-06-01 16:00:00
605,1890,1,0,0,0,
606,3739,1,1,0,0,2024-01-22 07:00:00
607,4792,1,0,0,0,
608,1937,1,0,0,0,
609,3110,1,1,0,0,2024-03-25 07:00:00
610,4560,1,1,0,0,2024-08-17 09:00:00
611,4479,1,1,0,0,2024-01-28 11:00:00
612,3523,1,0,0,0,
613,4684,1,1,0,0,2024-03-27 17:00:00
614,1638,1,0,0,0,
615,2138,1,0,0,0,
616,1366,1,1,1,0,2024-05-25 16:00:00
617,3321,1,1,0,0,2024-08-11 19:00:00
618,2244,1,0,0,0,
619,684,1,1,1,0,2024-01-02 18:00:00
620,3259,1,1,0,0,2024-01-11 16:00:00
621,951,1,0,0,0,
622,4896,1,0,0,0,
623,327,1,1,1,0,2024-01-31 11:00:00
624,4317,1,1,0,0,2024-06-15 11:00:00
625,4107,1,1,0,0,2024-09-25 18:00:00
626,1915,1,0,0,0,
627,1855,1,1,0,0,2024-06-06 19:00:00
628,544,1,1,0,0,2024-03-17 16:00:00
629,3529,1,1,0,0,2024-01-27 16:00:00
630,4843,1,0,0,0,
631,334,1,0,0,0,
632,2662,1,1,1,1,2024-08-08 15:00:00
633,2364,1,0,0,0,
634,1877,1,1,0,0,2024-05-21 11:00:00
635,3334,1,0,0,0,
636,1226,1,0,0,0,
637,3969,1,0,0,0,
638,2049,1,1,1,0,2024-02-17 18:00:00
639,2986,1,0,0,0,
640,438,1,1,0,0,2024-02-02 09:00:00
641,867,1,1,0,0,2024-03-29 18:00:00
642,4523,1,1,0,0,2024-05-29 09:00:00
643,1367,1,1,0,0,2024-02-28 17:00:00
644,2711,1,0,0,0,
645,4314,1,0,0,0,
646,991,1,1,0,0,2024-08-27 19:00:00
647,155,1,1,0,0,2024-01-27 09:00:00
648,4560,1,1,0,0,2024-08-07 18:00:00
649,1325,1,0,0,0,
650,1625,1,1,0,0,2024-01-16 08:00:00
651,325,1,1,1,0,2024-07-26 07:00:00
652,497,1,1,0,0,2024-05-04 14:00:00
653,1681,1,0,0,0,
654,1196,1,0,0,0,
655,2018,1,1,0,0,2024-02-22 19:00:00
656,407,1,1,0,0,2024-05-28 07:00:00
657,4746,1,1,0,0,2024-06-29 07:00:00
658,395,1,1,0,0,2024-06-07 09:00:00
659,3017,1,1,0,0,2024-01-16 17:00:00
660,2801,1,1,1,0,2024-07-19 09:00:00
661,1469,1,0,0,0,
662,2367,1,1,0,0,2024-01-01 08:00:00
663,1186,1,0,0,0,
664,3939,1,0,0,0,
665,2731,1,1,0,0,2024-01-31 18:00:00
